SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-21-2017,Single Family Residential,5702 138th Pl SE,Bellevue,WA,98006,1815000,4,4.0,Somerset,4160,11300,2000,,436,3,Sold,,,https://www.redfin.com/WA/Bellevue/5702-138th-Pl-SE-98006/home/236650,NWMLS,1157979,N,Y,47.5523381,-122.1557569
PAST SALE,August-21-2017,Single Family Residential,12174 SE 70th St,Newcastle,WA,98056,440000,3,1.5,Newcastle,1070,10736,1960,,411,,Sold,,,https://www.redfin.com/WA/Newcastle/12174-SE-70th-St-98056/home/417543,NWMLS,1145333,N,Y,47.540758,-122.1767761
PAST SALE,August-21-2017,Single Family Residential,4811 125th Ave SE,Bellevue,WA,98006,985000,4,3.0,Newport Hills,2240,13193,1965,,440,,Sold,,,https://www.redfin.com/WA/Bellevue/4811-125th-Ave-SE-98006/home/416575,NWMLS,1152692,N,Y,47.5599142,-122.1742548
PAST SALE,August-21-2017,Single Family Residential,4153 158th Ave SE,Bellevue,WA,98006,750000,4,2.5,Cougar Mountain,2180,7896,1979,,344,,Sold,,,https://www.redfin.com/WA/Bellevue/4153-158th-Ave-SE-98006/home/240929,NWMLS,1142571,N,Y,47.5714854,-122.1303292
PAST SALE,August-21-2017,Single Family Residential,12125 SE 22nd St,Bellevue,WA,98005,1325000,4,3.0,Woodridge,3628,19005,1959,,365,,Sold,,,https://www.redfin.com/WA/Bellevue/12125-SE-22nd-St-98005/home/509024,NWMLS,1156195,N,Y,47.5904644,-122.1765861
PAST SALE,August-21-2017,Single Family Residential,12413 SE 26th Pl,Bellevue,WA,98005,980000,4,3.0,Woodridge,2630,9996,1961,,373,,Sold,,,https://www.redfin.com/WA/Bellevue/12413-SE-26th-Pl-98005/home/507733,NWMLS,1158920,N,Y,47.5866646,-122.1737064
PAST SALE,August-22-2017,Single Family Residential,3017 130th Pl NE,Bellevue,WA,98005,1336500,4,2.5,Bridle Trails,2820,13235,1976,,474,,Sold,,,https://www.redfin.com/WA/Bellevue/3017-130th-Pl-NE-98005/home/430023,NWMLS,1145112,N,Y,47.6377644,-122.1668158
PAST SALE,August-22-2017,Single Family Residential,1725 140th Ln SE,Bellevue,WA,98007,861000,4,2.5,Lake Hills,1940,9199,1986,,444,,Sold,,,https://www.redfin.com/WA/Bellevue/1725-140th-Ln-SE-98007/home/509764,NWMLS,1163963,N,Y,47.5952588,-122.1521301
PAST SALE,August-22-2017,Single Family Residential,14015 NE 61st St,Redmond,WA,98052,1050000,3,2.5,Microsoft,2487,7176,1984,,422,17,Sold,,,https://www.redfin.com/WA/Redmond/14015-NE-61st-St-98052/home/515237,NWMLS,1148778,N,Y,47.6606945,-122.1526855
PAST SALE,August-22-2017,Single Family Residential,13320 SE 44th Pl,Bellevue,WA,98006,1450000,5,4.0,Somerset,2940,12150,1968,,493,,Sold,,,https://www.redfin.com/WA/Bellevue/13320-SE-44th-Pl-98006/home/236892,NWMLS,1160697,N,Y,47.5667663,-122.1608346
PAST SALE,August-22-2017,Single Family Residential,1911 165th Ct SE,Bellevue,WA,98008,860000,4,2.0,Spiritridge,2200,7366,1968,,391,,Sold,,,https://www.redfin.com/WA/Bellevue/1911-165th-Ct-SE-98008/home/428434,NWMLS,1153183,N,Y,47.5931128,-122.1184115
