ADDRESS,URL,SOLD DATE,SOLD DATE MONTH,ZIP OR POSTAL CODE,YEAR BUILT,$/SQUARE FEET,$/SQUARE FEET Adjusted
301 145th Ave NE,https://www.redfin.com/WA/Bellevue/301-145th-Ave-NE-98007/home/501665,November-9-2018,November-2018,98007,1962,414,474
6518 156th Ave SE,https://www.redfin.com/WA/Bellevue/6518-156th-Ave-SE-98006/home/236969,November-9-2018,November-2018,98006,1994,339,367
2411 156th Ave SE,https://www.redfin.com/WA/Bellevue/2411-156th-Ave-SE-98007/home/427760,November-9-2018,November-2018,98007,1955,500,567
1231 106 Pl NE,https://www.redfin.com/WA/Bellevue/1231-106th-Pl-NE-98004/home/506774,November-13-2018,November-2018,98004,1955,725,792
16550 SE 61st Pl,https://www.redfin.com/WA/Bellevue/16550-SE-61st-Pl-98006/home/40089386,November-13-2018,November-2018,98006,2013,413,422
4410 156th Pl SE,https://www.redfin.com/WA/Bellevue/4410-156th-Pl-SE-98006/unit-WA/home/240571,November-13-2018,November-2018,98006,1979,339,382
1628 177th Ave NE,https://www.redfin.com/WA/Bellevue/1628-177th-Ave-NE-98008/home/504574,November-13-2018,November-2018,98008,1967,527,582
4034 170th Ave SE,https://www.redfin.com/WA/Bellevue/4034-170th-Ave-SE-98008/home/428630,November-13-2018,November-2018,98008,1983,379,418
1925 164th Ave NE,https://www.redfin.com/WA/Bellevue/1925-164th-Ave-NE-98008/home/433136,November-13-2018,November-2018,98008,1965,429,486
2006 154th Ave SE,https://www.redfin.com/WA/Bellevue/2006-154th-Ave-SE-98007/home/426079,November-15-2018,November-2018,98007,1957,510,575
15910 SE 47th Ct,https://www.redfin.com/WA/Bellevue/15910-SE-47th-Ct-98006/home/238625,November-15-2018,November-2018,98006,1976,442,488
15516 SE 48th Dr,https://www.redfin.com/WA/Bellevue/15516-SE-48th-Dr-98006/home/239817,November-15-2018,November-2018,98006,1977,317,362
843 132nd Ave NE,https://www.redfin.com/WA/Bellevue/843-132nd-Ave-NE-98005/home/508802,November-15-2018,November-2018,98005,1977,398,443
4701 Somerset Dr SE,https://www.redfin.com/WA/Bellevue/4701-Somerset-Dr-SE-98006/home/237609,November-15-2018,November-2018,98006,1976,360,406
12437 SE 26th Pl,https://www.redfin.com/WA/Bellevue/12437-SE-26th-Pl-98005/home/507728,November-16-2018,November-2018,98005,1961,327,388
4807 158th Ave SE,https://www.redfin.com/WA/Bellevue/4807-158th-Ave-SE-98006/home/237421,November-16-2018,November-2018,98006,1978,375,419
12505 SE 15th St,https://www.redfin.com/WA/Bellevue/12505-SE-15th-St-98005/home/509533,November-16-2018,November-2018,98005,1959,561,624
5221 Somerset Dr SE,https://www.redfin.com/WA/Bellevue/5221-Somerset-Dr-SE-98006/home/235305,November-16-2018,November-2018,98006,1977,324,369
1357 183rd Ave NE,https://www.redfin.com/WA/Bellevue/1357-183rd-Ave-NE-98008/home/505537,November-16-2018,November-2018,98008,1968,392,446
1301 176th Ave NE,https://www.redfin.com/WA/Bellevue/1301-176th-Ave-NE-98008/home/502587,November-16-2018,November-2018,98008,1975,564,611
6124 147th Ave SE,https://www.redfin.com/WA/Bellevue/6124-147th-Ave-SE-98006/home/235900,November-16-2018,November-2018,98006,1982,437,477
1231 169th Ave NE,https://www.redfin.com/WA/Bellevue/1231-169th-Ave-NE-98008/home/501018,November-19-2018,November-2018,98008,1963,307,366
14112 SE 49th Pl,https://www.redfin.com/WA/Bellevue/14112-SE-49th-Pl-98006/home/237974,November-20-2018,November-2018,98006,1979,493,536
865 170th Pl NE,https://www.redfin.com/WA/Bellevue/865-170th-Pl-NE-98008/home/500903,November-20-2018,November-2018,98008,1962,579,639
6293 155th Ave SE,https://www.redfin.com/WA/Bellevue/6293-155th-Ave-SE-98006/home/238356,November-20-2018,November-2018,98006,1997,261,286
6142 147th Pl SE,https://www.redfin.com/WA/Bellevue/6142-147th-Pl-SE-98006/home/236987,November-20-2018,November-2018,98006,1981,439,480
16536 SE Newport Way,https://www.redfin.com/WA/BELLEVUE/16536-SE-NEWPORT-WAY-98006/home/239369,November-20-2018,November-2018,98006,1911,260,371
10600 NE 19th Pl,https://www.redfin.com/WA/Bellevue/10600-NE-19th-Pl-98004/home/505736,November-20-2018,November-2018,98004,1979,551,594
1092 166th Ave SE,https://www.redfin.com/WA/Bellevue/1092-166th-Ave-SE-98008/home/428668,November-21-2018,November-2018,98008,1957,364,429
15019 SE 49th St,https://www.redfin.com/WA/Bellevue/15019-SE-49th-St-98006/home/235994,November-21-2018,November-2018,98006,1976,392,438
2552 154th Ave SE,https://www.redfin.com/WA/Bellevue/2552-154th-Ave-SE-98007/home/426737,November-21-2018,November-2018,98007,1956,564,630
6889 170th (Homesite 91) Ct SE,https://www.redfin.com/WA/Bellevue/6889-170th-Ave-SE-98006/home/113178586,November-21-2018,November-2018,98006,2017,387,392
11056 SE 30th St,https://www.redfin.com/WA/Bellevue/11056-SE-30th-St-98004/home/510616,November-21-2018,November-2018,98004,2018,535,539
2405 138th Ave SE,https://www.redfin.com/WA/Bellevue/2405-138th-Ave-SE-98005/home/508882,November-21-2018,November-2018,98005,1956,529,595
6310 141st Ave SE,https://www.redfin.com/WA/Bellevue/6310-141st-Ave-SE-98006/home/240601,November-21-2018,November-2018,98006,1989,417,450
15425 SE 11th St,https://www.redfin.com/WA/Bellevue/15425-SE-11th-St-98007/home/425555,November-26-2018,November-2018,98007,1956,288,354
6611 119th Ave SE,https://www.redfin.com/WA/Bellevue/6611-119th-Ave-SE-98006/home/414256,November-26-2018,November-2018,98006,1978,270,314
13062 SE 43rd Pl,https://www.redfin.com/WA/Bellevue/13062-SE-43rd-Pl-98006/home/106723647,November-27-2018,November-2018,98006,2018,471,475
3953 153rd Ave SE,https://www.redfin.com/WA/Bellevue/3953-153rd-Ave-SE-98006/home/234110,November-27-2018,November-2018,98006,1954,400,468
6501 117th Ave SE,https://www.redfin.com/WA/Bellevue/6501-117th-Ave-SE-98006/home/416888,November-27-2018,November-2018,98006,1977,450,495
14429 SE 19th Pl,https://www.redfin.com/WA/Bellevue/14429-SE-19th-Pl-98007/home/427890,November-27-2018,November-2018,98007,1970,415,467
16212 NE 19th St,https://www.redfin.com/WA/Bellevue/16212-NE-19th-St-98008/home/433112,November-28-2018,November-2018,98008,1966,419,475
156 160th Pl SE,https://www.redfin.com/WA/Bellevue/156-160th-Pl-SE-98008/home/426655,November-29-2018,November-2018,98008,1958,320,384
5438 154th Ave SE,https://www.redfin.com/WA/Bellevue/5438-154th-Ave-SE-98006/home/238462,November-29-2018,November-2018,98006,1990,230,262
251 174th Pl NE,https://www.redfin.com/WA/Bellevue/251-174th-Pl-NE-98008/home/500962,November-29-2018,November-2018,98008,1972,400,450
1625 184th Ave NE,https://www.redfin.com/WA/Bellevue/1625-184th-Ave-NE-98008/home/504112,November-29-2018,November-2018,98008,1968,405,459
16443 SE 39th Pl,https://www.redfin.com/WA/Bellevue/16443-SE-39th-Pl-98008/home/429699,November-29-2018,November-2018,98008,1983,422,461
4478 162nd Ct SE,https://www.redfin.com/WA/Bellevue/4478-162nd-Ct-SE-98006/home/2088688,November-30-2018,November-2018,98006,2004,367,385
16616 SE 24th St,https://www.redfin.com/WA/Bellevue/16616-SE-24th-St-98008/home/428354,November-30-2018,November-2018,98008,1962,366,426
4813 153rd Ave SE,https://www.redfin.com/WA/Bellevue/4813-153rd-Ave-SE-98006/home/236553,November-30-2018,November-2018,98006,1978,335,379
10409 SE 22nd St,https://www.redfin.com/WA/Bellevue/10409-SE-22nd-St-98004/home/509958,November-30-2018,November-2018,98004,1951,736,807
11041 SE 31st St,https://www.redfin.com/WA/Bellevue/11041-SE-31st-St-98004/home/510631,November-30-2018,November-2018,98004,2008,545,559
2603 168th Pl NE,https://www.redfin.com/WA/Bellevue/2603-168th-Pl-NE-98008/home/432987,December-3-2018,December-2018,98008,1966,308,364
3420 161st Place SE,https://www.redfin.com/WA/Bellevue/3420-161st-Pl-SE-98008/home/12386354,December-3-2018,December-2018,98008,1986,248,284
9840 NE 30th St,https://www.redfin.com/WA/Bellevue/9840-NE-30th-St-98004/home/250761,December-3-2018,December-2018,98004,1952,913,983
817 108th Ave SE,https://www.redfin.com/WA/Bellevue/817-108th-Ave-SE-98004/home/510974,December-3-2018,December-2018,98004,2018,480,484
13716 SE 17th St,https://www.redfin.com/WA/Bellevue/13716-SE-17th-St-98005/home/508296,December-4-2018,December-2018,98005,1987,458,493
11113 SE 60th St,https://www.redfin.com/WA/Bellevue/11113-SE-60th-St-98006/home/414376,December-4-2018,December-2018,98006,1987,246,281
106 136th Ave SE,https://www.redfin.com/WA/BELLEVUE/106-136TH-AVE-SE-98005/home/2068506,December-5-2018,December-2018,98005,2004,451,469
6531 154 Pl SE,https://www.redfin.com/WA/Bellevue/6531-154th-Pl-SE-98006/home/241057,December-5-2018,December-2018,98006,1992,351,381
815 108th Ave SE,https://www.redfin.com/WA/Bellevue/815-108th-Ave-SE-98004/home/510063,December-6-2018,December-2018,98004,1949,426,499
16834 SE 43rd St,https://www.redfin.com/WA/Bellevue/16834-SE-43rd-St-98006/home/22497387,December-6-2018,December-2018,98006,2011,268,279
16505 SE 66th St,https://www.redfin.com/WA/Bellevue/16505-SE-66th-St-98006/home/8189768,December-6-2018,December-2018,98006,2007,378,393
12632 NE 5th St,https://www.redfin.com/WA/Bellevue/12632-NE-5th-St-98005/home/507624,December-6-2018,December-2018,98005,1958,335,399
16239 NE 18th St,https://www.redfin.com/WA/Bellevue/16239-NE-18th-St-98008/home/432784,December-7-2018,December-2018,98008,1964,401,459
5768 110th Ave SE,https://www.redfin.com/WA/Bellevue/5768-110th-Ave-SE-98006/home/416700,December-7-2018,December-2018,98006,1977,321,366
2005 154th Ave SE,https://www.redfin.com/WA/Bellevue/2005-154th-Ave-SE-98007/home/426708,December-7-2018,December-2018,98007,1960,454,516
1004 147th Ave SE,https://www.redfin.com/WA/Bellevue/1004-147th-Ave-SE-98007/home/426071,December-7-2018,December-2018,98007,1966,337,393
12241 SE 62nd St,https://www.redfin.com/WA/Bellevue/12241-SE-62nd-St-98006/home/414240,December-10-2018,December-2018,98006,1962,294,354
12633 SE 4th Pl,https://www.redfin.com/WA/Bellevue/12633-SE-4th-Pl-98005/home/507851,December-10-2018,December-2018,98005,1977,489,534
5840 155th Ave SE,https://www.redfin.com/WA/Bellevue/5840-155th-Ave-SE-98006/home/235882,December-12-2018,December-2018,98006,1988,378,412
4935 126th Ave SE,https://www.redfin.com/WA/Bellevue/4935-126th-Ave-SE-98006/home/415836,December-12-2018,December-2018,98006,1964,353,411
6735 170th  (Homesite 93) Ct SE,https://www.redfin.com/WA/Bellevue/6735-170th-Ave-SE-98006/home/113178716,December-12-2018,December-2018,98006,2017,365,370
5500 132nd Ave NE,https://www.redfin.com/WA/Bellevue/5500-132nd-Ave-NE-98005/home/431122,December-13-2018,December-2018,98005,1961,472,533
1853 Richards Rd,https://www.redfin.com/WA/Bellevue/1853-Richards-Rd-98005/home/507424,December-14-2018,December-2018,98005,1943,481,560
4015 147th Ave SE,https://www.redfin.com/WA/Bellevue/4015-147th-Ave-SE-98006/home/234507,December-14-2018,December-2018,98006,1954,379,447
6119 145th Ct NE,https://www.redfin.com/WA/Redmond/6119-145th-Ct-NE-98052/home/515856,December-14-2018,December-2018,98052,1986,519,555
10351 SE 8th St,https://www.redfin.com/WA/Bellevue/10351-SE-8th-St-98004/home/253678,December-14-2018,December-2018,98004,2018,527,531
17543 SE 55th St,https://www.redfin.com/WA/Bellevue/17543-SE-55th-St-98006/home/419346,December-14-2018,December-2018,98006,1995,368,395
16015 SE 9th St,https://www.redfin.com/WA/Bellevue/16015-SE-9th-St-98008/home/426249,December-14-2018,December-2018,98008,1958,500,564
612 163rd Ave SE,https://www.redfin.com/WA/Bellevue/612-163rd-Ave-SE-98008/home/426966,December-17-2018,December-2018,98008,1956,422,488
15037 NE 14th St,https://www.redfin.com/WA/Bellevue/15037-NE-14th-St-98007/home/501722,December-18-2018,December-2018,98007,1964,416,474
16565 SE 61st Pl,https://www.redfin.com/WA/Bellevue/16565-SE-61st-Pl-98006/home/40089390,December-18-2018,December-2018,98006,2013,428,437
6345 160th Pl SE,https://www.redfin.com/WA/Bellevue/6345-160th-Pl-SE-98006/home/418181,December-18-2018,December-2018,98006,1991,309,340
6030 113th Pl SE,https://www.redfin.com/WA/Bellevue/6030-113th-Pl-SE-98006/home/416454,December-20-2018,December-2018,98006,1990,434,466
15253 NE 6th St,https://www.redfin.com/WA/Bellevue/15253-NE-6th-St-98007/home/21617674,December-21-2018,December-2018,98007,2007,357,372
17299 NE 15th St,https://www.redfin.com/WA/Bellevue/17299-NE-15th-St-98008/home/147821152,December-21-2018,December-2018,98008,2018,529,533
4325 166th Lane SE (L-3),https://www.redfin.com/WA/Bellevue/4325-166th-Ln-SE-98006/home/50268126,December-21-2018,December-2018,98006,2018,418,422
3041 106th Ave SE,https://www.redfin.com/WA/Bellevue/3041-106th-Ave-SE-98004/home/253602,December-21-2018,December-2018,98004,1955,532,599
16364 SE 40th St,https://www.redfin.com/WA/Bellevue/16364-SE-40th-St-98006/home/233595,December-21-2018,December-2018,98006,1967,338,393
6418 129th Pl SE,https://www.redfin.com/WA/Bellevue/6418-129th-Pl-SE-98006/home/415787,December-24-2018,December-2018,98006,1967,249,304
1736 147th Ave SE,https://www.redfin.com/WA/Bellevue/1736-147th-Ave-SE-98007/home/427611,December-24-2018,December-2018,98007,1961,528,589
16234 NE 3rd Pl,https://www.redfin.com/WA/Bellevue/16234-NE-3rd-Pl-98008/home/501442,December-24-2018,December-2018,98008,1959,528,591
16278 SE 31st St,https://www.redfin.com/WA/Bellevue/16278-SE-31st-St-98008/home/428940,December-26-2018,December-2018,98008,1966,333,389
17259 NE 15th St,https://www.redfin.com/WA/Bellevue/17259-NE-15th-St-98008/home/504229,December-27-2018,December-2018,98008,2018,509,513
1225 100th Ave NE,https://www.redfin.com/WA/Bellevue/1225-100th-Ave-NE-98004/home/251253,December-27-2018,December-2018,98004,2018,504,508
4129 SE 158th Ave,https://www.redfin.com/WA/Bellevue/4129-158th-Ave-SE-98006/home/240048,December-27-2018,December-2018,98006,2018,278,282
17410 NE 13th Pl,https://www.redfin.com/WA/Bellevue/17410-NE-13th-Pl-98008/home/503476,December-28-2018,December-2018,98008,1977,388,433
39 Cascade Ky,https://www.redfin.com/WA/Bellevue/39-Cascade-Ky-98006/home/409398,December-28-2018,December-2018,98006,1972,646,696
4639 123rd Ave SE,https://www.redfin.com/WA/Bellevue/4639-123rd-Ave-SE-98006/home/415021,December-28-2018,December-2018,98006,1975,355,402
16811 NE 18th St,https://www.redfin.com/WA/Bellevue/16811-NE-18th-St-98008/home/431913,December-28-2018,December-2018,98008,1964,511,569
2019 165th Pl SE,https://www.redfin.com/WA/Bellevue/2019-165th-Pl-SE-98008/home/428034,December-28-2018,December-2018,98008,1969,522,575
13928 SE 47th St,https://www.redfin.com/WA/Bellevue/13928-SE-47th-St-98006/home/239691,December-28-2018,December-2018,98006,1977,484,529
12515 SE 67th St,https://www.redfin.com/WA/Bellevue/12515-SE-67th-St-98006/home/413053,December-29-2018,December-2018,98006,1973,291,340
14583 SE Eastgate Dr,https://www.redfin.com/WA/Bellevue/14583-SE-Eastgate-Dr-98006/home/101610897,December-31-2018,December-2018,98006,2016,358,364
12121 SE 21st St,https://www.redfin.com/WA/Bellevue/12121-SE-21st-St-98005/home/507804,December-31-2018,December-2018,98005,1961,365,426
12301 SE 47th St,https://www.redfin.com/WA/Bellevue/12301-SE-47th-St-98006/home/414918,January-2-2019,January-2019,98006,1975,373,420
6051 113th Pl SE,https://www.redfin.com/WA/Bellevue/6051-113th-Pl-SE-98006/home/417601,January-3-2019,January-2019,98006,1990,434,466
1727 106th Pl NE,https://www.redfin.com/WA/Bellevue/1727-106th-Pl-NE-98004/home/506532,January-3-2019,January-2019,98004,1960,517,579
2803 109th Ave SE,https://www.redfin.com/WA/Bellevue/2803-109th-Ave-SE-98004/home/509921,January-4-2019,January-2019,98004,1950,612,684
17632 NE 15th Pl,https://www.redfin.com/WA/Bellevue/17632-NE-15th-Pl-98008/home/502292,January-4-2019,January-2019,98008,1966,396,452
4015 120th Ave SE,https://www.redfin.com/WA/Bellevue/4015-120th-Ave-SE-98006/unit-SH/home/234213,January-4-2019,January-2019,98006,1995,401,428
2025 173rd Ave NE,https://www.redfin.com/WA/Redmond/2025-173rd-Ave-NE-98052/home/503437,January-8-2019,January-2019,98052,1965,525,582
6139 159th Pl SE,https://www.redfin.com/WA/Bellevue/6139-159th-Pl-SE-98006/home/419572,January-10-2019,January-2019,98006,1989,353,386
1406 W Lake Sammamish Pkwy SE,https://www.redfin.com/WA/Bellevue/1406-W-Lake-Sammamish-Pkwy-SE-98008/home/327288,January-10-2019,January-2019,98008,1999,359,382
15055 NE 12th St,https://www.redfin.com/WA/Bellevue/15055-NE-12th-St-98007/home/501350,January-10-2019,January-2019,98007,1964,432,490
502 130th Ave NE,https://www.redfin.com/WA/Bellevue/502-130th-Ave-NE-98005/home/507744,January-11-2019,January-2019,98005,1968,410,464
4210 181st Ave SE,https://www.redfin.com/WA/Bellevue/4210-181st-Ave-SE-98008/home/326392,January-11-2019,January-2019,98008,1979,250,293
3035 165th Pl NE,https://www.redfin.com/WA/Bellevue/3035-165th-Pl-NE-98008/home/432165,January-11-2019,January-2019,98008,1967,374,429
12210 SE 67th Pl,https://www.redfin.com/WA/Bellevue/12210-SE-67th-Pl-98006/home/414982,January-11-2019,January-2019,98006,1964,310,368
1910 160th Ave NE,https://www.redfin.com/WA/Bellevue/1910-160th-Ave-NE-98008/home/431748,January-12-2019,January-2019,98008,1983,396,435
4527 160th Ave SE,https://www.redfin.com/WA/Bellevue/4527-160th-Ave-SE-98027/home/237227,January-14-2019,January-2019,98006,2000,437,459
10106 NE 16th Pl,https://www.redfin.com/WA/Bellevue/10106-NE-16th-Pl-98004/home/506356,January-14-2019,January-2019,98004,1956,594,660
15193 SE 54th Pl,https://www.redfin.com/WA/Bellevue/15193-SE-54th-Pl-98006/home/236883,January-15-2019,January-2019,98006,1998,363,387
1244 150th Ave SE,https://www.redfin.com/WA/Bellevue/1244-150th-Ave-SE-98007/home/427322,January-15-2019,January-2019,98007,1961,373,434
5402 123rd Ave SE,https://www.redfin.com/WA/Bellevue/5402-123rd-Ave-SE-98006/home/417832,January-16-2019,January-2019,98006,1961,347,408
5315 153rd Pl SE,https://www.redfin.com/WA/Bellevue/5315-153rd-Pl-SE-98006/home/236618,January-17-2019,January-2019,98006,1980,328,370
16220 SE 31st St,https://www.redfin.com/WA/Bellevue/16220-SE-31st-St-98008/home/428535,January-17-2019,January-2019,98008,1966,490,546
6076 167th Ave SE,https://www.redfin.com/WA/Bellevue/6076-167th-Ave-SE-98006/home/419053,January-18-2019,January-2019,98006,1996,322,348
2457 134th Ave NE,https://www.redfin.com/WA/Bellevue/2457-134th-Ave-NE-98005/home/429903,January-18-2019,January-2019,98005,1974,429,477
4518 143rd Ave SE,https://www.redfin.com/WA/Bellevue/4518-143rd-Ave-SE-98006/home/238605,January-18-2019,January-2019,98006,1969,317,370
4032 162nd Ave SE,https://www.redfin.com/WA/Bellevue/4032-162nd-Ave-SE-98006/home/234200,January-18-2019,January-2019,98006,1964,262,320
6062 118th Ave SE,https://www.redfin.com/WA/Bellevue/6062-118th-Ave-SE-98006/home/414905,January-22-2019,January-2019,98006,1989,425,458
3702 136th Pl SE,https://www.redfin.com/WA/Bellevue/3702-136th-Pl-SE-98006/home/234627,January-22-2019,January-2019,98006,2021,345,346
2414 161st Ave NE,https://www.redfin.com/WA/Bellevue/2414-161st-Ave-NE-98008/home/432847,January-23-2019,January-2019,98008,1957,438,503
6282 119th Ave SE,https://www.redfin.com/WA/Bellevue/6282-119th-Ave-SE-98006/home/55550593,January-25-2019,January-2019,98006,2014,312,320
10648 SE 20th St,https://www.redfin.com/WA/Bellevue/10648-SE-20th-St-98004/home/509957,January-28-2019,January-2019,98004,1954,488,556
2409 104th Ave SE,https://www.redfin.com/WA/Bellevue/2409-104th-Ave-SE-98004/home/253412,January-30-2019,January-2019,98004,1955,650,717
14742 NE 16th St,https://www.redfin.com/WA/Bellevue/14742-NE-16th-St-98007/home/500402,January-30-2019,January-2019,98007,1998,446,470
206 174th Pl NE,https://www.redfin.com/WA/Bellevue/206-174th-Pl-NE-98008/home/500601,January-30-2019,January-2019,98008,1971,309,360
1660 180th Ave NE,https://www.redfin.com/WA/Bellevue/1660-180th-Ave-NE-98008/home/504617,January-30-2019,January-2019,98008,1968,372,426
2916 161st Ave SE,https://www.redfin.com/WA/Bellevue/2916-161st-Ave-SE-98008/home/429222,January-30-2019,January-2019,98008,1967,510,565
1730 140th Ct SE,https://www.redfin.com/WA/Bellevue/1730-140th-Ct-SE-98007/home/508014,January-31-2019,January-2019,98007,1986,435,471
11811 SE 62nd St,https://www.redfin.com/WA/Bellevue/11811-SE-62nd-St-98006/home/417727,January-31-2019,January-2019,98006,1998,431,455
21 Columbia Ky,https://www.redfin.com/WA/Bellevue/21-Columbia-Ky-98006/home/409296,January-31-2019,January-2019,98006,1971,604,655
15823 SE 49th St,https://www.redfin.com/WA/Bellevue/15823-SE-49th-St-98006/home/236929,January-31-2019,January-2019,98006,1979,296,339
5508 154th Ave SE,https://www.redfin.com/WA/Bellevue/5508-154th-Ave-SE-98006/home/236337,February-1-2019,February-2019,98006,1989,374,407
9820 NE 32nd St,https://www.redfin.com/WA/Bellevue/9820-NE-32nd-St-98004/home/252609,February-1-2019,February-2019,98004,1956,516,582
4011 142nd Ave SE,https://www.redfin.com/WA/Bellevue/4011-142nd-Ave-SE-98006/home/234037,February-2-2019,February-2019,98006,1955,256,323
18009 SE 40th Pl,https://www.redfin.com/WA/Bellevue/18009-SE-40th-Pl-98008/home/326063,February-4-2019,February-2019,98008,1991,358,389
4676 148th Pl SE,https://www.redfin.com/WA/Bellevue/4676-148th-Pl-SE-98006/home/236115,February-6-2019,February-2019,98006,1972,250,300
16508 NE 19th Pl,https://www.redfin.com/WA/Bellevue/16508-NE-19th-Pl-98008/home/431581,February-6-2019,February-2019,98008,1965,402,459
1815 180th Ave NE,https://www.redfin.com/WA/Bellevue/1815-180th-Ave-NE-98008/home/503648,February-6-2019,February-2019,98008,1977,399,444
10301 SE 8th St,https://www.redfin.com/WA/Bellevue/10301-SE-8th-St-98004/home/253677,February-6-2019,February-2019,98004,2018,489,493
16829 SE 43rd Ct,https://www.redfin.com/WA/Bellevue/16829-SE-43rd-Ct-98006/home/22588373,February-6-2019,February-2019,98006,2018,334,338
16941 NE 19th Pl,https://www.redfin.com/WA/Bellevue/16941-NE-19th-Pl-98008/home/432551,February-8-2019,February-2019,98008,1963,389,448
6733 128th Ave SE,https://www.redfin.com/WA/Bellevue/6733-128th-Ave-SE-98006/home/416698,February-8-2019,February-2019,98006,1975,417,464
2106 109th Ave SE,https://www.redfin.com/WA/Bellevue/2106-109th-Ave-SE-98004/home/510055,February-8-2019,February-2019,98004,1958,442,506
2123 167th Ave NE,https://www.redfin.com/WA/Bellevue/2123-167th-Ave-NE-98008/home/432121,February-8-2019,February-2019,98008,1965,466,523
2039 151st Ave SE,https://www.redfin.com/WA/Bellevue/2039-151st-Ave-SE-98007/unit-B/home/426974,February-8-2019,February-2019,98007,2018,496,500
1755 168th Ave SE,https://www.redfin.com/WA/Bellevue/1755-168th-Ave-SE-98008/home/429497,February-11-2019,February-2019,98008,1967,543,598
6176 155 Pl SE,https://www.redfin.com/WA/Bellevue/6176-155th-Pl-SE-98006/home/235205,February-11-2019,February-2019,98006,1996,293,319
16606 SE 24th St,https://www.redfin.com/WA/Bellevue/16606-SE-24th-St-98008/home/428357,February-13-2019,February-2019,98008,1945,549,626
16516 SE 45th Pl,https://www.redfin.com/WA/Bellevue/16516-SE-45th-Pl-98006/home/239743,February-14-2019,February-2019,98006,1969,371,424
1024 167th Pl NE,https://www.redfin.com/WA/Bellevue/1024-167th-Pl-NE-98008/home/499667,February-15-2019,February-2019,98008,1959,520,583
3837 136th Ave SE,https://www.redfin.com/WA/Bellevue/3837-136th-Ave-SE-98006/home/234129,February-15-2019,February-2019,98006,1951,566,637
5625 126th Ave SE,https://www.redfin.com/WA/Bellevue/5625-126th-Ave-SE-98006/home/415748,February-15-2019,February-2019,98006,1962,325,385
2439 169th Ave NE,https://www.redfin.com/WA/Bellevue/2439-169th-Ave-NE-98008/home/432426,February-15-2019,February-2019,98008,1966,429,485
4351 150th Ave SE,https://www.redfin.com/WA/Bellevue/4351-150th-Ave-SE-98006/home/237409,February-15-2019,February-2019,98006,1976,436,482
3511 167th Pl NE,https://www.redfin.com/WA/Bellevue/3511-167th-Pl-NE-98008/home/431570,February-15-2019,February-2019,98008,1987,412,447
17863 SE 58th Pl,https://www.redfin.com/WA/Bellevue/17863-SE-58th-Pl-98006/home/418960,February-19-2019,February-2019,98006,1997,401,426
10800 SE 16th St,https://www.redfin.com/WA/Bellevue/10800-SE-16th-St-98004/home/510013,February-20-2019,February-2019,98004,2018,606,610
1656 168th Ave NE,https://www.redfin.com/WA/Bellevue/1656-168th-Ave-NE-98008/home/432449,February-21-2019,February-2019,98008,1960,595,657
1315 170th Pl NE,https://www.redfin.com/WA/Bellevue/1315-170th-Pl-NE-98008/home/432658,February-21-2019,February-2019,98008,1974,353,401
3008 113th Ave SE,https://www.redfin.com/WA/Bellevue/3008-113th-Ave-SE-98004/home/510445,February-21-2019,February-2019,98004,2016,537,543
914 145th Pl NE,https://www.redfin.com/WA/Bellevue/914-145th-Pl-NE-98007/home/500147,February-22-2019,February-2019,98007,1979,344,387
16513 NE 4th St,https://www.redfin.com/WA/Bellevue/16513-NE-4th-St-98008/home/500307,February-22-2019,February-2019,98008,1961,574,635
11139 SE 61st Pl,https://www.redfin.com/WA/Bellevue/11139-SE-61st-Pl-98006/home/18661256,February-22-2019,February-2019,98006,2007,277,292
35 Cascade Ky,https://www.redfin.com/WA/Bellevue/35-Cascade-Ky-98006/home/409396,February-25-2019,February-2019,98006,1972,587,637
269 140th Ave NE,https://www.redfin.com/WA/Bellevue/269-140th-Ave-NE-98005/home/508539,February-25-2019,February-2019,98005,1955,556,623
16622 SE 46th St,https://www.redfin.com/WA/Bellevue/16622-SE-46th-St-98006/home/236163,February-26-2019,February-2019,98006,1968,440,494
12131 SE 18th St,https://www.redfin.com/WA/Bellevue/12131-SE-18th-St-98005/home/507174,February-26-2019,February-2019,98005,1964,581,639
4509 116th Ave SE,https://www.redfin.com/WA/Bellevue/4509-116th-Ave-SE-98006/home/412991,February-27-2019,February-2019,98006,1995,364,391
16835 SE 43rd Ct,https://www.redfin.com/WA/Bellevue/16835-SE-43rd-Ct-98006/home/239643,February-27-2019,February-2019,98006,2018,335,339
5208 128th Ave SE,https://www.redfin.com/WA/Bellevue/5208-128th-Ave-SE-98006/home/417130,February-28-2019,February-2019,98006,1961,378,439
15440 SE 11TH St,https://www.redfin.com/WA/Bellevue/15440-SE-11th-St-98007/home/425488,February-28-2019,February-2019,98007,1959,529,592
16912 NE 32nd St,https://www.redfin.com/WA/Bellevue/16912-NE-32nd-St-98008/home/432567,February-28-2019,February-2019,98008,1969,432,485
17501 SE 56th St,https://www.redfin.com/WA/Bellevue/17501-SE-56th-St-98006/home/419324,February-28-2019,February-2019,98006,1995,445,472
6055 129th Ave SE,https://www.redfin.com/WA/Bellevue/6055-129th-Ave-SE-98006/home/413911,February-28-2019,February-2019,98006,1966,305,361
1010 141st Pl NE,https://www.redfin.com/WA/Bellevue/1010-141st-Pl-NE-98007/home/499777,February-28-2019,February-2019,98007,1982,507,547
