ADDRESS,URL,SOLD DATE,SOLD DATE MONTH,ZIP OR POSTAL CODE,YEAR BUILT,$/SQUARE FEET,$/SQUARE FEET Adjusted
18432 74th Pl W,https://www.redfin.com/WA/Edmonds/18432-74th-Pl-W-98026/home/2703464,October-30-2019,October-2019,98026,1978,215,259
315 195th Pl SW,https://www.redfin.com/WA/Brier/315-195th-Pl-SW-98036/home/2867571,October-30-2019,October-2019,98036,1999,259,282
17125 39th Pl W,https://www.redfin.com/WA/Lynnwood/17125-39th-Pl-W-98037/home/2742177,October-31-2019,October-2019,98037,1972,300,350
1209 147th Pl SW,https://www.redfin.com/WA/Lynnwood/1209-147th-Pl-SW-98087/home/2909036,October-31-2019,October-2019,98087,2004,214,232
17309 58th Ave W,https://www.redfin.com/WA/Lynnwood/17309-58th-Ave-W-98037/home/2715759,October-31-2019,October-2019,98037,1972,290,340
1222 210th Pl SW,https://www.redfin.com/WA/Lynnwood/1222-210th-Pl-SW-98036/home/2911016,October-31-2019,October-2019,98036,2005,262,279
1925 214th St SW,https://www.redfin.com/WA/Lynnwood/1925-214th-St-SW-98036/home/2717832,October-31-2019,October-2019,98036,1962,296,356
1921 211th Pl SW,https://www.redfin.com/WA/Lynnwood/1921-211th-Pl-SW-98036/home/2676065,October-31-2019,October-2019,98036,1961,277,338
4824 182nd Pl SW,https://www.redfin.com/WA/Lynnwood/4824-182nd-Pl-SW-98037/home/2676961,November-1-2019,November-2019,98037,1961,289,350
2611 141st St SW,https://www.redfin.com/WA/Lynnwood/2611-141st-St-SW-98087/home/2900053,November-1-2019,November-2019,98087,2003,248,267
6105 178th St SW,https://www.redfin.com/WA/Lynnwood/6105-178th-St-SW-98037/home/2712659,November-2-2019,November-2019,98037,1959,309,372
17830 12th Pl W,https://www.redfin.com/WA/Lynnwood/17830-12th-Pl-W-98037/home/95960948,November-4-2019,November-2019,98037,2015,246,253
1616 180th St SW,https://www.redfin.com/WA/Lynnwood/1616-180th-St-SW-98037/home/2895218,November-4-2019,November-2019,98037,2002,237,257
724 144th St SW,https://www.redfin.com/WA/Lynnwood/724-144th-St-SW-98087/home/2908465,November-5-2019,November-2019,98087,2004,268,286
16415 35th Pl W,https://www.redfin.com/WA/Lynnwood/16415-35th-Pl-W-98087/home/165242113,November-5-2019,November-2019,98037,2019,250,253
17501 33rd Pl W,https://www.redfin.com/WA/Lynnwood/17501-33rd-Pl-W-98037/home/167250446,November-6-2019,November-2019,98037,2019,261,264
17223 12th Pl W,https://www.redfin.com/WA/Lynnwood/17223-12th-Pl-W-98037/home/2892199,November-6-2019,November-2019,98037,2002,275,295
2906 145th St SW,https://www.redfin.com/WA/Lynnwood/2906-145th-St-SW-98087/home/22961156,November-6-2019,November-2019,98087,2006,258,274
14805 16th Ave W,https://www.redfin.com/WA/Lynnwood/14805-16th-Ave-W-98087/unit-13/home/144016091,November-6-2019,November-2019,98087,2018,236,240
4310 172nd St SW,https://www.redfin.com/WA/Lynnwood/4310-172nd-St-SW-98037/home/2644581,November-7-2019,November-2019,98037,1965,376,433
17606 65th Pl W,https://www.redfin.com/WA/Lynnwood/17606-65th-Pl-W-98037/home/2762267,November-7-2019,November-2019,98037,1959,376,439
3231 151st St SW,https://www.redfin.com/WA/Lynnwood/3231-151st-St-SW-98087/home/2776566,November-8-2019,November-2019,98087,1977,382,427
17327 37th Ave W,https://www.redfin.com/WA/Lynnwood/17327-37th-Ave-W-98037/home/2834430,November-8-2019,November-2019,98037,1993,323,352
4230 191st St SW,https://www.redfin.com/WA/Lynnwood/4230-191st-St-SW-98036/home/2676941,November-12-2019,November-2019,98036,1959,240,303
15323 Meridian Dr SE Unit LS 23,https://www.redfin.com/WA/Lynnwood/15323-Meridian-Dr-SE-98087/unit-LS-23/home/177684731,November-12-2019,November-2019,98087,2019,278,281
824 198th Pl SW,https://www.redfin.com/WA/Lynnwood/824-198th-Pl-SW-98036/home/11882450,November-12-2019,November-2019,98036,1968,306,360
15400 20th Pl W,https://www.redfin.com/WA/Lynnwood/15400-20th-Pl-W-98087/home/2720862,November-13-2019,November-2019,98087,1967,280,335
1707 (Lot 14) 151st St SW,https://www.redfin.com/WA/Lynnwood/1707-151st-St-SW-98087/unit-14/home/169387283,November-13-2019,November-2019,98087,2019,285,288
18302 69th Pl W,https://www.redfin.com/WA/Lynnwood/18302-69th-Pl-W-98037/home/2788826,November-13-2019,November-2019,98037,1987,247,282
3923 149th St SW 3,https://www.redfin.com/WA/Lynnwood/3923-149th-St-SW-98087/unit-3/home/2862168,November-13-2019,November-2019,98087,1998,232,256
3002 203rd St SW,https://www.redfin.com/WA/Lynnwood/3002-203rd-St-SW-98036/home/2714758,November-13-2019,November-2019,98036,1962,207,267
19512 70th Pl W,https://www.redfin.com/WA/Lynnwood/19512-70th-Pl-W-98036/home/2849340,November-15-2019,November-2019,98036,1996,300,326
9 153rd St SW Unit LS 14,https://www.redfin.com/WA/Lynnwood/9-153rd-St-SW-98087/unit-LS-14/home/177154361,November-15-2019,November-2019,98087,2019,263,266
